date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:01:45	226435/226435	---MCZ	200	added ('OK')	application/json	date:Fri,%2026%20Apr%202024%2001:01:45%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/wp-json/	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-json/index.html	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:46	2176/2176	---MCZ	200	added ('OK')	application/json	date:Fri,%2026%20Apr%202024%2001:01:46%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.cocobasic.com%2Fvolos-wp%2Fdemo-1%2F	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-json/oembed/1.0/embedc2a8.json	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:47	2327/2327	---MCZ	200	added ('OK')	text/xml	date:Fri,%2026%20Apr%202024%2001:01:46%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.cocobasic.com%2Fvolos-wp%2Fdemo-1%2F&format=xml	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-json/oembed/1.0/embedb9b2	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:47	410/410	---M--	200	added ('OK')	image/png	etag:%225e400848-19a%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/cropped-favicon-32x32.png	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/cropped-favicon-32x32.png	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:47	8629/8629	---M--	200	added ('OK')	image/png	etag:%225e400848-21b5%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/cropped-favicon-192x192.png	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/cropped-favicon-192x192.png	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:48	10139/10139	---M--	200	added ('OK')	image/png	etag:%225e400848-279b%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/cropped-favicon-180x180.png	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/cropped-favicon-180x180.png	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:48	78363/78363	---M--	200	added ('OK')	image/gif	etag:%2265c9e6c5-1321b%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/themes/volos-wp/images/preloader.gif	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/themes/volos-wp/images/preloader.gif	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:48	5445/5445	---M--	200	added ('OK')	image/png	etag:%225e400848-1545%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/signature.png	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/signature.png	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:48	2158/2158	---M--	200	added ('OK')	image/png	etag:%225e400848-86e%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/service1.png	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/service1.png	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:48	3705/3705	---M--	200	added ('OK')	image/png	etag:%225e400848-e79%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/service2.png	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/service2.png	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:49	2425/2425	---M--	200	added ('OK')	image/png	etag:%225e400848-979%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/service3.png	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/service3.png	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:49	2384/2384	---M--	200	added ('OK')	image/png	etag:%225e400848-950%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/service4.png	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/service4.png	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:49	53633/53633	---M--	200	added ('OK')	image/jpeg	etag:%225e400848-d181%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/portfolio1.jpg	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/portfolio1.jpg	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:50	29298/29298	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202024%2001:01:49%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/blog/	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/blog/index.html	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:50	119657/119657	---M--	200	added ('OK')	image/jpeg	etag:%225e400848-1d369%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/portfolio2.jpg	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/portfolio2.jpg	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:50	161948/161948	---M--	200	added ('OK')	image/jpeg	etag:%225e400848-2789c%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/item_02.jpg	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/item_02.jpg	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:50	76474/76474	---M--	200	added ('OK')	image/jpeg	etag:%225e400848-12aba%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/portfolio3.jpg	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/portfolio3.jpg	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:50	27937/27937	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202024%2001:01:50%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/portfolio/item-1/	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/portfolio/item-1/index.html	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:51	109434/109434	---M--	200	added ('OK')	image/jpeg	etag:%225e400848-1ab7a%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/portfolio4.jpg	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/portfolio4.jpg	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:52	56878/56878	---M--	200	added ('OK')	image/jpeg	etag:%225e400848-de2e%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/portfolio5.jpg	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/portfolio5.jpg	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:52	214345/214345	---M--	200	added ('OK')	image/jpeg	etag:%225e400848-34549%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/item_03.jpg	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/item_03.jpg	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:52	35555/35555	---M--	200	added ('OK')	image/jpeg	etag:%225e400848-8ae3%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/portfolio6.jpg	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/portfolio6.jpg	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:52	29364/29364	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202024%2001:01:51%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/portfolio/item-4/	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/portfolio/item-4/index.html	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:52	4917/4917	---M--	200	added ('OK')	image/png	etag:%225e400848-1335%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/signature2.png	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/signature2.png	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:53	28201/28201	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202024%2001:01:52%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/portfolio/item-6/	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/portfolio/item-6/index.html	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:53	2064/2064	---MCZ	200	added ('OK')	text/css	etag:W/%2260820657-810%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/css/autoptimize_single_3b0c33dc70dcd03d5dfb10fe9b7f8966.css	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/css/autoptimize_single_3b0c33dc70dcd03d5dfb10fe9b7f8966.css	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:54	330170/330170	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266217281-509ba%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/js/autoptimize_30f6ee3abb4ddfbde5baf14c7058d13f.js	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/js/autoptimize_30f6ee3abb4ddfbde5baf14c7058d13f.js	(from https://demo.cocobasic.com/volos-wp/demo-1/)
22:01:54	229100/229100	---MCZ	200	added ('OK')	text/css	etag:W/%22660ee90d-37eec%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/css/autoptimize_27ac38fa3f43457c3843ddec42a4993b.css	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/css/autoptimize_27ac38fa3f43457c3843ddec42a4993b.css	(from https://demo.cocobasic.com/volos-wp/demo-1/great-turbulent-clouds-hearts-of-the-stars-stirred-by-starlight-sky-culture/)
22:01:55	4455/4455	---MCZ	200	added ('OK')	application/json	date:Fri,%2026%20Apr%202024%2001:01:54%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/wp-json/wp/v2/posts/162	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-json/wp/v2/posts/162.json	(from https://demo.cocobasic.com/volos-wp/demo-1/great-turbulent-clouds-hearts-of-the-stars-stirred-by-starlight-sky-culture/)
22:01:55	2688/2688	---MCZ	200	added ('OK')	application/json	date:Fri,%2026%20Apr%202024%2001:01:55%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.cocobasic.com%2Fvolos-wp%2Fdemo-1%2Fgreat-turbulent-clouds-hearts-of-the-stars-stirred-by-starlight-sky-culture%2F	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-json/oembed/1.0/embed946d.json	(from https://demo.cocobasic.com/volos-wp/demo-1/great-turbulent-clouds-hearts-of-the-stars-stirred-by-starlight-sky-culture/)
22:01:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Apr%202024%2001:01:55%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/?p=162	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/indexbbc7.html	(from https://demo.cocobasic.com/volos-wp/demo-1/great-turbulent-clouds-hearts-of-the-stars-stirred-by-starlight-sky-culture/)
22:01:56	2873/2873	---MCZ	200	added ('OK')	text/xml	date:Fri,%2026%20Apr%202024%2001:01:56%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.cocobasic.com%2Fvolos-wp%2Fdemo-1%2Fgreat-turbulent-clouds-hearts-of-the-stars-stirred-by-starlight-sky-culture%2F&format=xml	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-json/oembed/1.0/embed63ce	(from https://demo.cocobasic.com/volos-wp/demo-1/great-turbulent-clouds-hearts-of-the-stars-stirred-by-starlight-sky-culture/)
22:01:56	222493/222493	---M--	200	added ('OK')	image/jpeg	etag:%225e400848-3651d%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/image_blog_03.jpg	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/image_blog_03.jpg	(from https://demo.cocobasic.com/volos-wp/demo-1/great-turbulent-clouds-hearts-of-the-stars-stirred-by-starlight-sky-culture/)
22:01:58	24/24	---M--	301	error ('Moved%20Permanently')	text/plain	date:Fri,%2026%20Apr%202024%2001:01:56%20GMT	http://demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/cocobasic-elementor/assets/images/prettyPhoto/default/sprite_next.png	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/cocobasic-elementor/assets/images/prettyPhoto/default/sprite_next.23.delayed	(from https://demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/css/autoptimize_82d02206847dc3ac4b36a82c66a24472.css)
22:01:58	24133/24133	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202024%2001:01:57%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/author/anna-stone/	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/author/anna-stone/index.html	(from https://demo.cocobasic.com/volos-wp/demo-1/great-turbulent-clouds-hearts-of-the-stars-stirred-by-starlight-sky-culture/)
22:01:58	24164/24164	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202024%2001:01:57%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/category/uncategorized/	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/category/uncategorized/index.html	(from https://demo.cocobasic.com/volos-wp/demo-1/great-turbulent-clouds-hearts-of-the-stars-stirred-by-starlight-sky-culture/)
22:01:58	28409/28409	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202024%2001:01:57%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/preserve-and-cherish-that-pale-blue-dot-are-creatures-of-the-cosmos-light-years/	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/preserve-and-cherish-that-pale-blue-dot-are-creatures-of-the-cosmos-light-years/index.html	(from https://demo.cocobasic.com/volos-wp/demo-1/great-turbulent-clouds-hearts-of-the-stars-stirred-by-starlight-sky-culture/)
22:01:59	276/276	---M--	200	added ('OK')	image/png	etag:%2265c9e6e6-114%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/cocobasic-elementor/assets/images/prettyPhoto/default/sprite_next.png	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/cocobasic-elementor/assets/images/prettyPhoto/default/sprite_next.png	(from https://demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/css/autoptimize_82d02206847dc3ac4b36a82c66a24472.css)
22:01:59	24/24	---M--	301	error ('Moved%20Permanently')	text/plain	date:Fri,%2026%20Apr%202024%2001:01:59%20GMT	http://demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/cocobasic-elementor/assets/css/owl.video.play.png	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/cocobasic-elementor/assets/css/owl.video.play.png	(from https://demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/css/autoptimize_82d02206847dc3ac4b36a82c66a24472.css)
22:02:00	22789/22789	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Apr%202024%2001:01:59%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/cocobasic-elementor/assets/css/owl.video.play.png	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/cocobasic-elementor/assets/css/owl.video.play.png	(from https://demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/css/autoptimize_82d02206847dc3ac4b36a82c66a24472.css)
22:02:00	24/24	---M--	301	error ('Moved%20Permanently')	text/plain	date:Fri,%2026%20Apr%202024%2001:02:00%20GMT	http://demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/cocobasic-elementor/assets/images/nav_left.png	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/cocobasic-elementor/assets/images/nav_left.png	(from https://demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/css/autoptimize_82d02206847dc3ac4b36a82c66a24472.css)
22:02:01	309/309	---M--	200	added ('OK')	image/png	etag:%2265c9e6e6-135%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/cocobasic-elementor/assets/images/nav_left.png	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/cocobasic-elementor/assets/images/nav_left.png	(from https://demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/css/autoptimize_82d02206847dc3ac4b36a82c66a24472.css)
22:02:01	24/24	---M--	301	error ('Moved%20Permanently')	text/plain	date:Fri,%2026%20Apr%202024%2001:02:01%20GMT	http://demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.29.0	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.eot	(from https://demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/css/autoptimize_82d02206847dc3ac4b36a82c66a24472.css)
22:02:02	148537/148537	---M--	200	added ('OK')	image/jpeg	etag:%225e400848-24439%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/home.jpg	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/home.jpg	(from https://demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/css/autoptimize_single_09abaf641e917d6e45555686b7d09752.css)
22:02:02	218588/218588	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22355dc-61663dd24e130%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.29.0	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.eot	(from https://demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/css/autoptimize_82d02206847dc3ac4b36a82c66a24472.css)
22:02:02	344165/344165	---M--	200	added ('OK')	image/jpeg	etag:%225e400848-54065%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/image_blog_01.jpg	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/image_blog_01.jpg	(from https://demo.cocobasic.com/volos-wp/demo-1/blog/)
22:02:02	241237/241237	---M--	200	added ('OK')	image/jpeg	etag:%225e400848-3ae55%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/image_blog_02.jpg	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/uploads/2019/11/image_blog_02.jpg	(from https://demo.cocobasic.com/volos-wp/demo-1/blog/)
22:02:03	28052/28052	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202024%2001:02:02%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/hundreds-of-thousands-a-still-more-glorious-nights-around-art-table/	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/hundreds-of-thousands-a-still-more-glorious-nights-around-art-table/index.html	(from https://demo.cocobasic.com/volos-wp/demo-1/blog/)
22:02:03	327188/327188	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266220c94-4fe14%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/js/autoptimize_f55bcbf9c0f02cd5f8c8cb6410120d5a.js	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/js/autoptimize_f55bcbf9c0f02cd5f8c8cb6410120d5a.js	(from https://demo.cocobasic.com/volos-wp/demo-1/blog/)
22:02:04	1916/1916	---MCZ	200	added ('OK')	text/css	etag:W/%2265ba6bf8-77c%22	https://demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/css/autoptimize_single_264960b80a068472b9d811f79d17afbd.css	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-content/cache/autoptimize/css/autoptimize_single_264960b80a068472b9d811f79d17afbd.css	(from https://demo.cocobasic.com/volos-wp/demo-1/portfolio/item-1/)
22:02:04	6757/6757	---MCZ	200	added ('OK')	application/json	date:Fri,%2026%20Apr%202024%2001:02:04%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/wp-json/wp/v2/portfolio/65	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-json/wp/v2/portfolio/65.json	(from https://demo.cocobasic.com/volos-wp/demo-1/portfolio/item-1/)
22:02:05	2362/2362	---MCZ	200	added ('OK')	application/json	date:Fri,%2026%20Apr%202024%2001:02:05%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.cocobasic.com%2Fvolos-wp%2Fdemo-1%2Fportfolio%2Fitem-1%2F	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/wp-json/oembed/1.0/embed3d3a.json	(from https://demo.cocobasic.com/volos-wp/demo-1/portfolio/item-1/)
22:02:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Apr%202024%2001:02:05%20GMT	https://demo.cocobasic.com/volos-wp/demo-1/?p=65	D:/_WORKS/2024/_capoeira/_blog/blog/demo.cocobasic.com/volos-wp/demo-1/index7665.html	(from https://demo.cocobasic.com/volos-wp/demo-1/portfolio/item-1/)
